patientId,model,iou_gc,hit_gc,fidelity_gc,uncertainty_gc,iou_ig,fidelity_ig,agreement
6df264b0-ab7f-471c-b371-7c4018fb43a4,densenet121,0.04823242152940718,0.0,0.3413167317708333,0.057508344221399554,0.01354761588522573,0.6714029947916667,-0.12156153673409187
f7f3e746-b2d6-47e8-87fd-e7d9db9b1836,densenet121,0.07590443048320156,1.0,0.4765462239583333,0.06460620204165961,0.01838134430724502,0.7758138020833334,-0.036696156782623154
acfec3cb-9511-4f09-977c-87b061bd50dd,densenet121,0.28170567754824993,1.0,0.48958333333333337,0.03851383059699747,0.014778083267863914,0.7421061197916666,-0.2457806749269065
48e7614f-7e6f-4b42-9e48-c1c674c802e0,densenet121,0.1562167906481977,0.0,0.5178385416666667,0.053811134416861445,0.012476267968529646,0.7755859374999999,-0.21273838908978068
0ff5bf5b-6af7-4537-90d0-1c47058d0627,densenet121,0.25156189855794525,1.0,0.5623860677083332,0.04967657881307503,0.004143875352225971,0.7541503906250001,-0.3231803044361066
2e1956e1-8430-48d7-9888-910934acd22b,densenet121,0.05366473661909633,0.0,0.35359700520833337,0.08815115368917294,0.026026496288628194,0.6797526041666666,0.031187713327901084
419e1001-50d6-40bb-a448-57abdb795117,densenet121,0.173575416928531,0.0,0.3845458984374999,0.13590608735898074,0.05487015200050789,0.7488444010416667,0.03552437830945323
3993a64f-ab45-4594-abe9-2807e19a1d71,densenet121,0.3153078846301737,1.0,0.4911783854166666,0.061388295841266316,0.016202783300190753,0.7682128906249999,-0.4497172598753641
bd35798d-704b-4e3e-83c5-7957dfdf6715,densenet121,0.1962489626555365,1.0,0.33360188802083335,0.06436837259286737,0.03242564366042563,0.65986328125,-0.053634029271244776
a4b7d67d-7e52-4b14-9897-4fa498b25d0a,densenet121,0.23597525891821203,0.0,0.5079915364583333,0.03417997688603448,0.03610076281708528,0.7621744791666667,-0.4038923103308051
26aa5215-a443-459f-9aeb-976e65c11261,densenet121,0.061284419287542545,0.0,0.33305664062499996,0.08973752703433785,0.002278807094023304,0.7451822916666665,-0.15554363198740978
fe83e190-f2d6-4998-9f82-b1ccd5bcb863,densenet121,0.05847117656755002,1.0,0.4593587239583333,0.11529082464997215,0.011095113068509278,0.7385416666666667,-0.06410219150061604
38314ee1-b525-43aa-af34-8e1dd877395e,densenet121,0.04799363990123102,0.0,0.37542317708333334,0.10506046880880332,0.0011159330440159753,0.6513671875000001,-0.24985888702306952
b606ef06-60ed-48b2-b450-b689fee2097a,densenet121,0.13582635983260047,0.0,0.5028483072916667,0.09451593957288053,0.0065365410803390495,0.74443359375,-0.3639350607324425
80314888-a5ec-4ba1-8cf4-ad9c67fac5ba,densenet121,0.1680127578578713,1.0,0.5225260416666667,0.05847899584739716,0.025558280624741473,0.7890787760416665,-0.16107347058847535
06ac3c8c-cd1f-4e10-ac24-4cb4f3ab1243,densenet121,0.2710253998117895,1.0,0.518017578125,0.07141018878643256,0.002529510961212388,0.7610188802083333,-0.45349258136457865
92146ef9-15ba-48b9-ad5a-893a27c6f484,densenet121,0.21057799306139602,1.0,0.4108805338541666,0.04965630083567551,0.012707800511498795,0.7364583333333333,-0.22310196139529034
ee5842e0-5bd3-4e4b-9aea-cb94b6402fdb,densenet121,0.1619363607290686,1.0,0.5599772135416666,0.029770115899403423,0.00844996039080323,0.7794759114583334,-0.37185682133498466
17e0f44b-39d6-4e3f-abd0-066fd94ee6de,densenet121,0.2684161113781987,1.0,0.6048177083333334,0.054573766114839196,0.00654061124984746,0.7653320312500002,-0.46890358970120594
2c68016e-5a63-4430-a834-efe5d43edd0e,densenet121,0.07922411119566969,0.0,0.4414876302083333,0.05626884441637901,0.013901905654461259,0.7571614583333333,-0.032684357313086936
c98faad9-6dd2-45fe-87af-63bbb94eeb77,densenet121,0.2630088262415153,0.0,0.43800455729166665,0.03863858175638742,0.03246411663032053,0.7676920572916666,-0.20507303854095388
5eb5e5a8-076b-4bf8-ae80-26f6334e8790,densenet121,0.08849740932639867,0.0,0.5155924479166667,0.05733684618046465,0.0032077937507387333,0.7503255208333334,-0.27671894127350677
5e30641a-d90c-47f8-a798-76155850846b,densenet121,0.08506621214105545,1.0,0.5727213541666666,0.07729000320587757,0.004186046511624662,0.7352213541666667,-0.3425370310792341
ad99c503-84bd-4309-9d4e-2a35a77b7b4d,densenet121,0.027355928794099007,0.0,0.30603434244791666,0.1733746214417532,0.01861025572364948,0.6550740559895833,-0.06158126637210346
65f038e8-a727-472c-bb76-7a71cd4397f2,densenet121,0.061046049493916316,0.0,0.33284505208333337,0.12308319822985975,0.005160601476995141,0.7759195963541667,0.06983701402150118
d654c576-805b-449b-94c2-8aa4cd115ea4,densenet121,0.038295905209109686,0.0,0.56142578125,0.034130971667804835,0.008536917627818965,0.7358561197916665,-0.21958497693161166
c6dd0b25-7b0f-499c-9601-13b67f37424a,densenet121,0.2172519730917376,0.0,0.55986328125,0.04102409138892725,0.004401131719581577,0.7907389322916667,-0.43439314269688434
e7b3fd9c-d51f-42dd-9f90-25160990faa8,densenet121,0.2182313821819489,1.0,0.6199381510416667,0.07682060378371622,0.014213688049767102,0.7580729166666668,-0.15834004318427936
a8d39eb7-7495-410b-8c23-0723b5245dae,densenet121,0.08328641026266721,0.0,0.42667643229166674,0.0901381752074421,0.04361873990303423,0.7627604166666666,-0.17847998177795624
1c6b087d-a573-450b-9a4c-f5a5de9a8004,densenet121,0.016650501131578482,0.0,0.3466878255208334,0.12590425500297667,0.010002424830255818,0.665869140625,-0.07052385779553913
24bc6cbc-3ed9-455a-8fbf-f106ce3e1e59,densenet121,0.0680947652148758,0.0,0.3327718098958334,0.08202731560009749,0.01133415266966574,0.6808919270833335,-0.11580924983826878
14df3d5a-f3fd-4a64-ae75-5a9610575e11,densenet121,0.17489748618286835,0.0,0.3932210286458333,0.14722776822733613,0.028930536962643957,0.5938557942708332,-0.15779003707502787
ec55e4ab-ecdd-4265-a5fa-d84ee0af1e0d,densenet121,0.06292680459303382,1.0,0.5259928385416666,0.09055411778881522,0.0269410829431791,0.69501953125,-0.13810259098691005
4e90e80e-e990-4f27-8bc6-c6c11e822974,densenet121,0.30709433962256427,0.0,0.5899088541666666,0.045126645592318194,0.015242917160392522,0.7522786458333333,-0.3801451772592979
c2f9dac8-75f2-44ec-b89a-04a0f8492a6a,densenet121,0.21809858080261924,0.0,0.5841308593750001,0.041996471487986464,0.02149687821068403,0.7639648437499998,-0.2396374508027035
d50e7c06-768f-4943-8e00-392d664fe580,densenet121,0.17564331827958185,0.0,0.5309407552083333,0.11039388619979655,0.00527077304670807,0.6760416666666665,-0.029071807317866898
53d4697b-98ba-4dbc-892e-a602baec576b,densenet121,0.29962356835830434,1.0,0.61845703125,0.039293640154210906,0.00348338692389906,0.8250162760416666,-0.40378818884610446
eab6d0b6-1bba-4c26-a208-507c54d14016,densenet121,0.15243081200848235,0.0,0.5974446614583332,0.09042895560138914,0.016592013122190025,0.7973795572916665,-0.39648898581566405
b4f66208-8c31-433c-9f82-72104bc35112,densenet121,0.022727272727254538,0.0,0.4581217447916667,0.14507351072572533,0.015489538781625834,0.6930664062499999,0.005143295522160542
918762a3-791d-48f5-9b3b-9c149ed72264,densenet121,0.23893745341185912,1.0,0.567236328125,0.04071829453240682,0.00807742132133805,0.7806477864583333,-0.3221250497164717
